img,filename,caption,sentid
22255,4745414475.jpg,Little girl in her bridesmaid dress sitting down with the bouquet.,111276
22255,4745414475.jpg,"A girl dressed in white, sitting down, holding flowers.",111277
22255,4745414475.jpg,A flower girl is posing for a photograph.,111278
22255,4745414475.jpg,A flower girl is posing in a doorway.,111279
6608,2542293294.jpg,This is the image of two men who are doing cleaning work.,33040
6608,2542293294.jpg,Two men are cleaning glass panes with water and sponges.,33041
6608,2542293294.jpg,@ people are cleaning windows in a dark environment.,33042
6608,2542293294.jpg,Two workers are cleaning a structure at night.,33043
6608,2542293294.jpg,Two men cleaning windows with scrubbers,33044
21249,4668692006.jpg,Two weary looking men in a boxing match both have one glove under their chin and the other touching the other man's head.,106245
21249,4668692006.jpg,Two boxers are landing simultaneous punches on one another.,106246
21249,4668692006.jpg,Two professional boxers are punching in a fight.,106247
21249,4668692006.jpg,Two men boxing in a boxing match,106248
21249,4668692006.jpg,A boxer lands a right hook.,106249
29101,7148191955.jpg,"Two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.",145505
29101,7148191955.jpg,An elderly Asian man has his arm around the shoulder of another elderly Asian man outdoors in the daytime.,145506
29101,7148191955.jpg,A tall elder man is standing with his hand around another shorter elder man in the middle of the city,145507
29101,7148191955.jpg,Two men in glasses pose for a picture on a sunny day.,145508
29101,7148191955.jpg,Two elderly men pose for a picture outdoors.,145509
20194,4557639876.jpg,"A woman with long brown hair, wearing glasses, standing closely between two men (one wearing a mime costume the other wearing a blue suite) in front of a microphone, the woman holding something gold in color in her hand, with her mouth wide open in a smile or laugh.",100970
20194,4557639876.jpg,A mime and lady holding a gold microphone laughing.,100971
20194,4557639876.jpg,A man in white face paint makes a woman laugh.,100972
20194,4557639876.jpg,A man and a woman on stage with a mime.,100973
20194,4557639876.jpg,Well dressed mime amazes woman.,100974
4206,2241768909.jpg,A man with glasses and a woman wearing a hat that looks like a dog are outside in the snow.,21030
4206,2241768909.jpg,A woman with a panda hat and headphones is in front of a man outside in the snow.,21031
4206,2241768909.jpg,A man walks next to the girl wearing headphones on a winters day.,21032
4206,2241768909.jpg,A guy is staring at a blond lady in a blue jacket.,21033
4206,2241768909.jpg,A man stands next to a lady with a dog hat.,21034
13689,3437702351.jpg,A man smoking a cigar poses with another man in front of cigars in a display case.,68445
13689,3437702351.jpg,Two men in Harley Davidson t-shirt standing in front of cigar display.,68446
13689,3437702351.jpg,Two bearded men stand behind a case filled with cigars.,68447
13689,3437702351.jpg,Two men posing in front of a case of cigars.,68448
13689,3437702351.jpg,Two men share their love of motorcycles.,68449
3228,2086513494.jpg,The woman in the white coat is holding a camera in her hand.,16140
3228,2086513494.jpg,A girl in a white puffy jacket takes a picture.,16141
3228,2086513494.jpg,A group of people looking into their cameras,16142
3228,2086513494.jpg,Asian woman in white coat takes photo.,16143
3228,2086513494.jpg,A girl in a white coat takes pictures.,16144
12953,335046671.jpg,A group of teenagers look towards the camera in an old gazebo.,64765
12953,335046671.jpg,Many teenagers hanging out in a hang out spot talking.,64766
12953,335046671.jpg,A group of people are sitting underneath a tin roof.,64767
12953,335046671.jpg,Many children sitting in a log cabin.,64768
12953,335046671.jpg,A group of people outside.,64769
29232,7237669608.jpg,A man with a beard in a brown shirt has his arms outstretched while he and two other men perform a music show in a construction site.,146160
29232,7237669608.jpg,A man in black is performing as the front man of a band during a live performance.,146161
29232,7237669608.jpg,A white man in a green shirt gestures to the audience while his band plays,146162
29232,7237669608.jpg,Three white men singing and performing on stage at a concert.,146163
29232,7237669608.jpg,A young man performing a concert engaging with the audience.,146164
4085,2225530026.jpg,A construction crew is waiting around with yellow and orange jackets.,20425
4085,2225530026.jpg,A group of people wearing jackets are gathered on the sidewalk.,20426
4085,2225530026.jpg,Many people moving into a new home in the early winter days.,20427
4085,2225530026.jpg,"White people with coats, stand near white Penske truck.",20428
4085,2225530026.jpg,A group of people preparing for a move.,20429
1298,1394673080.jpg,Two mimes dressed in black mime tug-of-war in a field while a small white dog runs between them.,6490
1298,1394673080.jpg,Two mimes are playing tug-of-war while a dog is running between them.,6491
1298,1394673080.jpg,Two people and a small white dog are playing at the park.,6492
1298,1394673080.jpg,Mimes trying to pull one another.,6493
1298,1394673080.jpg,Mimes are playing tug-of-war.,6494
21218,4664348638.jpg,A man in a striped blue shirt holds a large bouquet of brightly colored Mylar balloons in a crowded market area.,106090
21218,4664348638.jpg,There is a group of balloons on the street being held by a person wearing a striped blue and white shirt.,106091
21218,4664348638.jpg,People are walking past a vendor on the street who has a lot of large mylar balloons.,106092
21218,4664348638.jpg,A man selling a bundle of balloons on a boardwalk,106093
21218,4664348638.jpg,Street vendor selling balloons.,106094
776,12648121.jpg,"A skateboarder in a red baseball cap, black shirt and tan shorts skates alone in a wide open space.",3880
776,12648121.jpg,A boy in a red hat and black shirt is skateboarding near a red and white striped curb.,3881
776,12648121.jpg,A person wearing a hat and baggy pants is skateboarding on cement.,3882
776,12648121.jpg,A boy in a black shirt and beige shorts is riding his skateboard.,3883
776,12648121.jpg,A guy wearing a black shirt and a red hat riding his skateboard.,3884
6816,2570026554.jpg,A woman bundled up for cool weather rides her bike past a street vendor.,34080
6816,2570026554.jpg,A woman is riding a bike through a busy marketplace.,34081
6816,2570026554.jpg,People looking around a sidewalk sale in the city.,34082
6816,2570026554.jpg,Many people collect in an alley to buy goods.,34083
6816,2570026554.jpg,Woman riding a bike at a street fair.,34084
6482,2536434720.jpg,"Rider in ceremonial garb rides white Arabian horse, also wearing ceremonial blankets and tassels.",32410
6482,2536434720.jpg,A man is riding a galloping horse while they both are wearing a wide range of festive clothing,32411
6482,2536434720.jpg,Ornately clothed and head-dressed woman rides an ivory colored horse in an indoor arena.,32412
6482,2536434720.jpg,A man in a green robe rides a white horse across a sandy floor.,32413
6482,2536434720.jpg,A person in a flowing decorated robe rides a white horse.,32414
25174,4982003362.jpg,"Girl with glasses wearing a black horizontally striped shirt, a blue tuque, and jeans sitting on a cobblestone sidewalk and street.",125870
25174,4982003362.jpg,"A young lady with a blue cap, and eyeglasses is sitting on the sidewalks waiting for the parade.",125871
25174,4982003362.jpg,A girl and a toddler are looking in different directions on a sidewalk.,125872
25174,4982003362.jpg,A young girl sits on the sidewalk in front of a row of bikes.,125873
25174,4982003362.jpg,A girl sitting on the sidewalk.,125874
4348,226065257.jpg,"Four people sit on a subway two read books, one looks at a cellphone and is wearing knee high boots.",21740
4348,226065257.jpg,A woman with a bag is sitting amongst three people who are reading books.,21741
4348,226065257.jpg,"People are sitting in a subway car reading, and one girl is sleeping.",21742
4348,226065257.jpg,Four people sitting on bus reading.,21743
4348,226065257.jpg,Four people riding on the subway.,21744
16787,3862011383.jpg,"An older woman with short blond-hair wearing a white shirt and beige pants, and carrying a mustard colored purse is crossing a city street.",83935
16787,3862011383.jpg,A woman wearing a beige purse is crossing the street at a crosswalk with a Spring sign behind her.,83936
16787,3862011383.jpg,An older blond lady in a white shirt crosses the street.,83937
16787,3862011383.jpg,A woman in a white shirt is walking across the street.,83938
16787,3862011383.jpg,An older woman in a white shirt crosses the street.,83939
7361,2642474867.jpg,A long-haired woman is wearing a grass cowboy hat and a striped shirt.,36805
7361,2642474867.jpg,Woman in a blue and white striped shirt with a straw cowboy hat on.,36806
7361,2642474867.jpg,A blond Caucasian woman in a blue shirt wearing a straw hat.,36807
7361,2642474867.jpg,A woman in a blue and white shirt is wearing a cowboy hat.,36808
7361,2642474867.jpg,A woman wearing a hat.,36809
25488,509987636.jpg,"An older man with a graying beard sits in front of works of art, in a wide-brimmed hat.",127440
25488,509987636.jpg,An older man wearing a red western shirt and jeans sits in front of pieces of art.,127441
25488,509987636.jpg,An older man wearing a hat sits in front of various paintings.,127442
25488,509987636.jpg,The man in the white hat is sitting by the pictures.,127443
25488,509987636.jpg,Man in hat sitting in front of artwork.,127444
28077,652542470.jpg,A young swimmer sits in a bathing suit and waits for the next race.,140385
28077,652542470.jpg,A young girl wearing a bathing suit and goggles sits and waits.,140386
28077,652542470.jpg,Young girl in a competitive swimming outfit.,140387
28077,652542470.jpg,A girl prepares herself for the swim meet.,140388
28077,652542470.jpg,Kid sits wearing swim gear.,140389
2167,1678345419.jpg,"A young man in a white shirt is sitting on a wall with his legs wrapped around a young girl, with their motorcycle helmets on the wall behind him.",10835
2167,1678345419.jpg,A man is sitting next to a woman with his legs on her thighs and two bicycle helmets behind him.,10836
2167,1678345419.jpg,A man and woman sitting on a ledge in a close embrace in front of two motorcycle helmets.,10837
2167,1678345419.jpg,A woman touching a man's face on a wall after they took a break from riding motorcycles.,10838
2167,1678345419.jpg,"A man and woman in a loving embrace, behind the man is two motorcycle helmets.",10839
23816,4867540330.jpg,A man and woman are pictured from behind sitting close together on a couch while they play Nintendo DS,119080
23816,4867540330.jpg,"This guy is playing his game that is black, and this girl is playing her game that is white.",119081
23816,4867540330.jpg,Two people sitting next to each other on a beige couch playing handheld video games.,119082
23816,4867540330.jpg,A man and a woman are sitting on a couch playing a video game,119083
23816,4867540330.jpg,Two kids playing Nintendo DS while lounging on a couch.,119084
814,1277185009.jpg,A topless person with a backpack is shown against on a pile of rocks with a cloudy background.,4070
814,1277185009.jpg,A man standing on a rocky mountain with gray clouds in the background.,4071
814,1277185009.jpg,A man without a shirt is walking on top of lots of rocks.,4072
814,1277185009.jpg,A shirtless man is walking on a rocky hill,4073
814,1277185009.jpg,A shirtless man with a backpack.,4074
19069,44341044.jpg,This man in 2 gray shirts holding a red cup is sitting on the sofa and watching the other people move about the room.,95345
19069,44341044.jpg,"Bunch of guys have a great party time, some are busy in chatting with their buddies.",95346
19069,44341044.jpg,The man is sitting on a couch drinking from a red cup.,95347
19069,44341044.jpg,A man reflects during a moment at a social gathering.,95348
19069,44341044.jpg,A group of people are in a room together.,95349
14897,3578914491.jpg,"Two dogs, one tan and one black, play tug-of-war on the grass near the pond.",74485
14897,3578914491.jpg,"Two dogs fight over a stick on a grassy field, a lake in the background.",74486
14897,3578914491.jpg,Two dogs doing a tug-of-war on a black object,74487
14897,3578914491.jpg,Two dogs meeting near the water's edge,74488
14897,3578914491.jpg,Two dogs are fighting over something.,74489
21754,4705616999.jpg,"A skateboarder approaches and other boarder watches, while a man, on a skateboard, rides his board up the wall of a skateboard park.",108770
21754,4705616999.jpg,A boy with a cap carrying a skateboard is walking along the lip of a feature at a skate park.,108771
21754,4705616999.jpg,Three boys skate on their skateboards in an empty pool.,108772
21754,4705616999.jpg,Two men holding skateboards and one man skateboarding.,108773
21754,4705616999.jpg,Three men at a skate park skateboarding.,108774
3576,2138487671.jpg,The young boy in the blue shirt is jumping into the water.,17880
3576,2138487671.jpg,A young boy jumps off of a plank into a lake.,17881
3576,2138487671.jpg,A young boy jumping into a still lake,17882
3576,2138487671.jpg,A young boy jumping into a lake.,17883
3576,2138487671.jpg,The boy is jumping into a lake.,17884
29305,7294645258.jpg,Two little boys in swim trunks are sitting on a log at the edge of a body of water.,146525
29305,7294645258.jpg,Two boys rest on a log floating along the bank of a body of water.,146526
29305,7294645258.jpg,Two young boys lounge on a tree going across a body of water.,146527
29305,7294645258.jpg,Two young kids on a break from swimming sitting on a log.,146528
29305,7294645258.jpg,Two boys sitting on a log that's in the water.,146529
9083,2872903075.jpg,"A mother in a blue jacket, and a child in a black jacket, are walking in the snow around trees.",45415
9083,2872903075.jpg,A woman in a blue coat is playing in the snow with a child.,45416
9083,2872903075.jpg,A child and a woman are in the snow sledding and playing.,45417
9083,2872903075.jpg,A lady and her son playing outside in the winter.,45418
9083,2872903075.jpg,A woman and child play in a snow covered yard.,45419
2481,181618457.jpg,"A truck is decorated in American flags and the colors of the flag, three people are in the truck bed with one driving.",12405
2481,181618457.jpg,Three men in hats are riding in the back of a truck dressed in patriotic paraphernalia.,12406
2481,181618457.jpg,A man with a beard rides in the bed of a trunk decorated in American flags.,12407
2481,181618457.jpg,Some patriotic people parade in a decked out truck.,12408
2481,181618457.jpg,A man on a truck decorated with flags and bunting.,12409
7718,2692396013.jpg,A group of people playing a game where each one face each other holding hands and a person will pass through them.,38590
7718,2692396013.jpg,A man in white pants walking through an arbour of people who are facing each other connected by their hands.,38591
7718,2692396013.jpg,People use their hands and arms to create a tunnel for a man in white shorts to scurry through.,38592
7718,2692396013.jpg,A shirtless man is walking through a tunnel of people.,38593
7718,2692396013.jpg,A shirtless man wearing white shorts.,38594
2549,1853559110.jpg,A woman in a yellow hat and yellow shirt holding her hand out like a claw.,12745
2549,1853559110.jpg,A woman wearing glasses and a yellow shirt is holding her hand out.,12746
2549,1853559110.jpg,Woman with a yellow hat and yellow shirt speaking.,12747
2549,1853559110.jpg,A woman in a yellow hat is talking.,12748
2549,1853559110.jpg,Woman speaking in a kitchen.,12749
22674,4780479274.jpg,"An open, low density street with a few residents observing the side of a building.",113370
22674,4780479274.jpg,An unidentified curved street with three people walking away from the camera.,113371
22674,4780479274.jpg,A street surrounded by buildings and people walking.,113372
22674,4780479274.jpg,A few people are standing in front of green house.,113373
22674,4780479274.jpg,There are three guys standing in an empty road.,113374
10534,3057432536.jpg,Three horses and one man are silhouetted against a setting sun and an orange sky.,52670
10534,3057432536.jpg,Three horses and a man are silhouetted in front of a orange and yellow skyline.,52671
10534,3057432536.jpg,Three camels and a lone man are silhouetted against a sunset.,52672
10534,3057432536.jpg,A person leads three horses away against the sunset.,52673
10534,3057432536.jpg,Three horses and a person against a sunset.,52674
12248,3263395801.jpg,A person rides a motorbike on a dirt path surrounded by trees.,61240
12248,3263395801.jpg,A motocross bike is being ridden along a woodland path.,61241
12248,3263395801.jpg,A dirt biker rides his motorcycle through the woods.,61242
12248,3263395801.jpg,A motorcyclist navigates a forest trail.,61243
12248,3263395801.jpg,A dirt biker in the forest.,61244
15266,3625519177.jpg,A person on a wakeboard is high above the water with a crane in the background,76330
15266,3625519177.jpg,A parasailer jumping a trick high in the air at a lake.,76331
15266,3625519177.jpg,A waterskier high in the air above the green water.,76332
15266,3625519177.jpg,A man jumps in the air while sky surfing.,76333
15266,3625519177.jpg,A man performs a waterskiing stunt.,76334
6325,2514570594.jpg,A younger gentleman with curly hair and glasses is sampling some good he is cooking on his stove.,31625
6325,2514570594.jpg,A man in an apron is testing food while cooking over a stove.,31626
6325,2514570594.jpg,A man cooking something n tasting it.,31627
6325,2514570594.jpg,The young cook tastes his food.,31628
6325,2514570594.jpg,A man making sauce on a stove.,31629
2166,1678256882.jpg,"A young man, in a baseball cap and blue striped shirt, is playing the guitar.",10830
2166,1678256882.jpg,A young white man with a short beard rocks out on his guitar.,10831
2166,1678256882.jpg,A man in a baseball cap plays electric guitar.,10832
2166,1678256882.jpg,A bassist rocks out in his flannels.,10833
2166,1678256882.jpg,A man is performing some music.,10834
17648,4074803780.jpg,A man in a bight yellow shirt carries his wears to market in a large basket on his head.,88240
17648,4074803780.jpg,A man in a yellow shirt is walking away from the camera carrying a basket on his head.,88241
17648,4074803780.jpg,A per wearing a yellow shirt is walking down the street carrying a large basket.,88242
17648,4074803780.jpg,A black man walks away with a large basket full of items on his head.,88243
17648,4074803780.jpg,A person with a basket on their head walks through a crowd.,88244
16354,3774337814.jpg,The wrestler in white shorts is preparing to body slam his opponent in black shorts while the referee prepares to jump in.,81770
16354,3774337814.jpg,One MMA fighter slamming the other into the mat during a match.,81771
16354,3774337814.jpg,Two men are fighting in a ring while another man watches.,81772
16354,3774337814.jpg,Two people fighting on a ring while the referee watches.,81773
16354,3774337814.jpg,A few men are participating in MMA fighting.,81774
1408,1417031097.jpg,A photo of a ride at an amusement park on an overcast day.,7040
1408,1417031097.jpg,People are in a ride that drops you from a great height.,7041
1408,1417031097.jpg,A person is laughing on a roller coaster ride.,7042
1408,1417031097.jpg,People on an amusement park ride.,7043
1408,1417031097.jpg,People on a ride at a fair.,7044
20907,463608562.jpg,A man in tan pants and a red shirt is grilling something in a backyard.,104535
20907,463608562.jpg,A man in a red shirt and khaki pants fixing dinner on the grill.,104536
20907,463608562.jpg,An old man is grilling food in a backyard.,104537
20907,463608562.jpg,An man cooks on his grill at sunset.,104538
20907,463608562.jpg,Man in red shirt about to have a barbecue,104539
3556,2134207062.jpg,An older man with a white beard stands in front of a store while wearing a brown shirt with a name tag while holding a soda.,17780
3556,2134207062.jpg,A man at a car lot is holding a pop and waiting for customers.,17781
3556,2134207062.jpg,An older man is leaving a store with a refreshing drink.,17782
3556,2134207062.jpg,An older salesman standing with a bottle of soda.,17783
3556,2134207062.jpg,A man is standing in front of a store.,17784
6978,2592485728.jpg,"There is a person in a swimming cap, and swimming goggles that is swimming in the water with their head partially submerged.",34890
6978,2592485728.jpg,A child with goggles and a swim cap swimming in a pool.,34891
6978,2592485728.jpg,A young person is swimming in the pool.,34892
6978,2592485728.jpg,A woman is swimming through water.,34893
6978,2592485728.jpg,A person swimming in swim gear.,34894
9091,2873484191.jpg,A downtown city were a person is leaning up against a building while on his cellphone.,45455
9091,2873484191.jpg,There is a man talking on a phone leaning against a building on a city sidewalk.,45456
9091,2873484191.jpg,A man talking on a cellphone is standing outside during nighttime.,45457
9091,2873484191.jpg,A downtown shot of a man on his cellphone under an awning.,45458
9091,2873484191.jpg,A man leaning against a wall on a street.,45459
12544,330353975.jpg,"This Gentleman in a White Shirt, is really studying, at his Computer.",62720
12544,330353975.jpg,A man wearing glasses and a white shirt checks his email account.,62721
12544,330353975.jpg,A man sits in front of a wall map and looks at a computer screen.,62722
12544,330353975.jpg,A man sitting in front of his computer looking at his email.,62723
12544,330353975.jpg,Man in blue shirt on street.,62724
25646,5171265627.jpg,Looks like a man wearing a black uniform riding a brown horse in what looks like a parade.,128230
25646,5171265627.jpg,A soldier in his uniform riding on a dark brown horse in front of an audience.,128231
25646,5171265627.jpg,A man in a uniform is riding a horse in a parade.,128232
25646,5171265627.jpg,A soldier in uniform rides a brown horse.,128233
25646,5171265627.jpg,A man in a suit rides a brown horse.,128234
16468,3800647959.jpg,A young boy is outdoors approaching a dog that has a frisbee in its mouth.,82340
16468,3800647959.jpg,Young boy wearing jeans and a blue shirt playing with a dog.,82341
16468,3800647959.jpg,There is a kid in a blue shirt and shorts with a dog.,82342
16468,3800647959.jpg,The policeman car driving down the street.,82343
16468,3800647959.jpg,A boy in blue plays fetch with a dog.,82344
29392,7360542406.jpg,A photo of bicycle wheels includes several blurred human figures in the background.,146960
29392,7360542406.jpg,Bike wheels in the foreground with some men in jackets blurred in the distance.,146961
29392,7360542406.jpg,Multiple bike tires are up in the air with three people in the background.,146962
29392,7360542406.jpg,Behind several overturned bicycles a man is looking down.,146963
29392,7360542406.jpg,A man stands in the midst of bike wheels.,146964
19976,453502006.jpg,"Many shirtless men, wearing black hoods over their entire faces, walk barefooted in a long single file row.",99880
19976,453502006.jpg,"Many men, with black bags over their head and no shoes are being lead to a specific destination.",99881
19976,453502006.jpg,Barefoot men wearing black masks and no shirts are walking in a procession.,99882
19976,453502006.jpg,"A group of men, blind folded, walking down the street.",99883
19976,453502006.jpg,A long line of men veiled demonstrating something.,99884
5930,246055693.jpg,A yellow dog is jumping across a grassy yard in front of a wooden deck.,29650
5930,246055693.jpg,A tan dog runs down a wooden staircase to the green grass.,29651
5930,246055693.jpg,A blond dog runs down a flight of stairs to the backyard.,29652
5930,246055693.jpg,A yellow dog jumping off of a porch.,29653
5930,246055693.jpg,A dog jumps off the stairs.,29654
24461,4927147688.jpg,A man with a mustache has his shoes shined on the street by a man in a blue shirt.,122305
24461,4927147688.jpg,A man wearing a blue shirt is on the sidewalk giving another man a shoeshine.,122306
24461,4927147688.jpg,A shoeshine man prepares for his next newspaper-reading customer.,122307
24461,4927147688.jpg,A man smiling while shining another man's shoes.,122308
24461,4927147688.jpg,Men are shining shoes on the street.,122309
23583,4851524954.jpg,Two women sit at an outdoor cafe table laden with teapots and cups while other people sit at other tables in the background.,117915
23583,4851524954.jpg,There are four women and one man sitting at tables having tea at a sidewalk cafe.,117916
23583,4851524954.jpg,An older woman looks off into the distance as she sits at an outdoor restaurant.,117917
23583,4851524954.jpg,Women are enjoying beverages at a restaurant outside.,117918
23583,4851524954.jpg,Mother and daughter sitting down having coffee.,117919
7115,2608289957.jpg,"Boy in pajamas, with red and yellow toy, seated on tire near plants.",35575
7115,2608289957.jpg,The child is sitting on the street playing with a red toy.,35576
7115,2608289957.jpg,"A little kid, with a red toy, is sitting on a tire.",35577
7115,2608289957.jpg,Child holding plastic car sits on a tire.,35578
7115,2608289957.jpg,A baby sits on a tire and holds a toy.,35579
26898,5780791171.jpg,A woman is using clothespins to hang up laundry outside on a laundry line.,134490
26898,5780791171.jpg,A young woman wearing white clothing is pinning clothes on a clothesline.,134491
26898,5780791171.jpg,"Women in white, with white bonnet, clothespins fabric on a clothesline.",134492
26898,5780791171.jpg,A young woman wearing a headscarf is hanging laundry on a clothesline.,134493
26898,5780791171.jpg,An Amish lady hangs up clothes to dry outside on a line.,134494
2057,16158623.jpg,"There are two men on a ladder one is at the top handing down to the other guy the number ""O"" as this what they do for a living.",10285
2057,16158623.jpg,Two guys climbing a red ladder putting letters on a brown building.,10286
2057,16158623.jpg,Two men with tool belts are fastening a sign to a building.,10287
2057,16158623.jpg,The man on the bottom is wearing a gray shirt.,10288
2057,16158623.jpg,Two men are working together on a ladder.,10289
27642,6226826574.jpg,Action shot of a surfer taking a knee on his board to improve his balance.,138210
27642,6226826574.jpg,"A person, crouching on a surfboard, is surfing in a body of water.",138211
27642,6226826574.jpg,A male surfboarder on a yellow and orange surfboard rides a wave.,138212
27642,6226826574.jpg,A man in a black wetsuit is surfing in the ocean.,138213
27642,6226826574.jpg,A surfer blazes on a roaring wave.,138214
23705,4859271957.jpg,Two people wearing bright green shirts and dark pants are standing next to a white and blue van with a black and green stripe.,118525
23705,4859271957.jpg,There is a blond female office and a male brown headed officer standing in front of a pole talking.,118526
23705,4859271957.jpg,Two Spanish safety workers are conversing near their van.,118527
23705,4859271957.jpg,A taxi in a downtown intersection.,118528
23705,4859271957.jpg,Police officers in Madrid talking.,118529
5539,2415402073.jpg,A girl wearing a pink and black shirt and jeans fixes her hair before walking up the stairs.,27695
5539,2415402073.jpg,The young woman wearing a striped pink shirt is approaching the stone-block stairs.,27696
5539,2415402073.jpg,A girl with a pink striped shirt is walking up a set of stone stairs.,27697
5539,2415402073.jpg,A woman in glasses and blue jeans walks toward steps.,27698
5539,2415402073.jpg,A girl walking towards eleven steps.,27699
29646,757332692.jpg,The girl with the green scarf and the white dog appear to be playing.,148230
29646,757332692.jpg,The light brown dog with white spots is nibbling on the girls hand.,148231
29646,757332692.jpg,A woman dressed in green is playing with her tan dog.,148232
29646,757332692.jpg,A tan dog licks a girls hand while laying down.,148233
29646,757332692.jpg,A smiling woman punching a dog.,148234
5670,2429399563.jpg,A group of people clapping as they watch a band together.,28350
5670,2429399563.jpg,A four piece band playing on stage before some people.,28351
5670,2429399563.jpg,Group of people play music on stage together.,28352
5670,2429399563.jpg,People are clapping at the performers.,28353
5670,2429399563.jpg,Group of people enjoying their party.,28354
11970,3232030272.jpg,A woman with a white jacket and black pants is walking down the sidewalk in front of a banner advertising hamburgers.,59850
11970,3232030272.jpg,A woman wearing a white jacket walks past a billboard that is advertising hamburgers.,59851
11970,3232030272.jpg,A woman walking down the sidewalk beside a cheeseburger advertisement.,59852
11970,3232030272.jpg,A woman is walking in front of a fast-food restaurant.,59853
11970,3232030272.jpg,A woman walking near a fast food restaurant.,59854
18552,431410325.jpg,A golden haired dog with wet hair is licking its nose while moving through shallow water.,92760
18552,431410325.jpg,A golden retriever licks his nose as he dries off from the water.,92761
18552,431410325.jpg,A long-haired dog walks out of the water and licks his nose.,92762
18552,431410325.jpg,The brown dog is running in the water licking his nose.,92763
18552,431410325.jpg,A wet brown dog is leaving the water.,92764
8759,28318644.jpg,A little boy in a dark t-shirt and jeans is taking great enjoyment standing near an outdoor fountain.,43795
8759,28318644.jpg,"A small boy reaches up into a spray of water from a fountain, while a rainbow forms behind him.",43796
8759,28318644.jpg,A small child standing under a spraying water fountain.,43797
8759,28318644.jpg,A little boy looking at the shooting water fountain.,43798
8759,28318644.jpg,A young child points at a large spray fountain.,43799
4123,2230134548.jpg,A chef is currently preparing food in a kitchen looking outside.,20615
4123,2230134548.jpg,A chef in an outdoor kitchen preparing food in a marketplace,20616
4123,2230134548.jpg,A man in a chef uniform cooking in a restaurants kitchen.,20617
4123,2230134548.jpg,A man working at his job as a cook in a city.,20618
4123,2230134548.jpg,A man in white clothing cooks food.,20619
20917,4637122547.jpg,"A young Asian girl in orange pants, gold jewelry, and a gold crown, holds an orange parasol while she walks through a grassy park with others.",104585
20917,4637122547.jpg,A young girl is wearing a native costume and carrying a red parasol while walking through a grassy outdoor area.,104586
20917,4637122547.jpg,A young girl in religious costume carries a red umbrella.,104587
20917,4637122547.jpg,Young girls in colorful costumes celebrate their culture.,104588
20917,4637122547.jpg,Young woman in ceremonial clothing walking with parasol.,104589
15482,3652207174.jpg,The sky is very blue and the grass is very green at a golf course while a girl looks into a golf hole for a ball.,77410
15482,3652207174.jpg,A blond lady is picking up balls out of the putting hole on a mini-golf course.,77411
15482,3652207174.jpg,A blond woman is holding 2 golf balls while reaching down into a golf hole.,77412
15482,3652207174.jpg,A blond-haired woman wearing sunglasses is playing mini-golf,77413
15482,3652207174.jpg,A woman retrieving balls from a miniature golf hole.,77414
23342,4830309734.jpg,A smiling middle-aged man wearing over-sized red sunglasses and a colorful patterned shirt sits in the grass in front of a blue-green backdrop.,116710
23342,4830309734.jpg,"A man in a colorful shirt, blue jeans and large red sunglasses is sitting on the grass with his hands on his knee.",116711
23342,4830309734.jpg,"A black man wearing round sunglasses, a colorful shirt, and blue jeans sitting on the ground.",116712
23342,4830309734.jpg,"A man is sitting down and wearing round, red glasses.",116713
23342,4830309734.jpg,A guy sitting in the grass with sunglasses on.,116714
6125,2483792149.jpg,"A blond woman walks through shoulder-high pink tulips, in front of a green field with a small house and trees in the distance.",30625
6125,2483792149.jpg,"The blond woman is crouching in a field of pink tulips, near a grassy field and trees.",30626
6125,2483792149.jpg,"A woman standing among a bunch of pink flowers, with a little shack in the back.",30627
6125,2483792149.jpg,A blond woman is standing in the middle of a field of tall pink flowers.,30628
6125,2483792149.jpg,A woman sitting in a field of flowers,30629
479,115684808.jpg,Three people are standing in the snow preparing an ice fishing boat.,2395
479,115684808.jpg,Three men are setting up a sledge on a snowy plain.,2396
479,115684808.jpg,Three people in the snow put their gear in order.,2397
479,115684808.jpg,Three men loading items on a sled.,2398
479,115684808.jpg,Three people and a sled.,2399
16516,38130571.jpg,A man in a hard hat with a pencil on his ear watches as two other men in hard hats work.,82580
16516,38130571.jpg,Three men in hard hats and sunglasses approach a large white freight truck.,82581
16516,38130571.jpg,Three men wearing hard hats stand in front of a large truck.,82582
16516,38130571.jpg,Construction workers are at a job site looking at something.,82583
16516,38130571.jpg,Three construction workers in hard hats standing outside.,82584
23885,4872513153.jpg,An Asian child leans against green metal in front of a large dirt pile.,119425
23885,4872513153.jpg,A small child outside in front of a large dirt pile.,119426
23885,4872513153.jpg,A person walking uphill from a construction zone.,119427
23885,4872513153.jpg,A young boy stands next to a large pile of dirt.,119428
23885,4872513153.jpg,A young child walking away from a pile of dirt.,119429
14348,3516312179.jpg,A baseball player in a red shirt and white pants is swinging the bat towards a yellow ball whilst three people look on.,71740
14348,3516312179.jpg,A baseball player recoils from an action involving a bat while opposing team members look on.,71741
14348,3516312179.jpg,A woman swings at a softball on a playing field while other players look on.,71742
14348,3516312179.jpg,A girl in a red and white uniform is swinging a bat.,71743
14348,3516312179.jpg,A girl swings a bat during a softball game.,71744
19952,4532277525.jpg,"Two men are sitting at a table in front of decorated birthday cake with rosebuds, candles, and a large light.",99760
